Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Price_Clean,Total_Price,Clean_Tx_ID,Refund_Amount,Status,Is_Returned,Extracted_Order_ID,Ticket_Count
100240,2023-11-24,C0018,Accessories,USB-C Cable,"13,43 EUR",2,Paid,13.43,26.86,,,,0,100240.0,1.0
100027,,C0004,Electronics ,NoiseCancel Headphones,170.89,1,Paid,170.89,170.89,,,,0,,0.0
101168,,C0004, Smart Home ,NordLock Pro,"246,71 EUR",1,Paid,246.71,246.71,,,,0,,0.0
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,1046.02,1046.02,,,,0,,0.0
101072,2023-12-13,C0001,Smart Home,NordLock Pro,212.32,1,Paid,212.32,212.32,,,,0,,0.0
100709,2023-12-06,C0001,Accessories,Wireless Mouse,54.54,3,Paid,54.54,163.62,,,,0,,0.0
101045,2023-12-13,C0027,Smart Home,NordPlug,"32,53 EUR",2,Paid,32.53,65.06,,,,0,,0.0
100379,2023-11-28,C0001,Accessories,Accessory Bundle,67.03,2,Paid,67.03,134.06,,,,0,,0.0
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,597.79,597.79,,,,0,,0.0
100907,,C0005,Electronics ,TV Pro,"1352,21 EUR",1,Paid,1352.21,1352.21,,,,0,,0.0
100180,2023-11-22,C0006,Electronics ,NoiseCancel Headphones,"228,54 EUR",1,Paid,228.54,228.54,,,,0,,0.0
101018,,C0002, Accessories ,USB-C Cable,15.31,2,Paid,15.31,30.62,,,,0,,0.0
101088,2023-12-14,C0006,Accessories,USB-C Cable,"14,75 EUR",1,Paid,14.75,14.75,,,,0,101088.0,1.0
100515,,C0243,Electronics,Tablet A,533,1,Paid,533.0,533.0,,,,0,,0.0
100693,2023-12-06,C0001, Accessories,Laptop Sleeve,26.83,2,Paid,26.83,53.66,,,,0,,0.0
100682,2023-12-05,C0223, Accessories,Screen Protector,"7,50 EUR",2,Paid,7.5,15.0,,,,0,100682.0,2.0
101037,2023-12-12,C0003,Electronics,NoiseCancel Headphones,"308,13 EUR",1,Paid,308.13,308.13,101037.0,308.13,Processed,1,,0.0
100106,,C0020, Accessories,USB-C Cable,14.99,2,Paid,14.99,29.98,,,,0,,0.0
100786,2023-12-07,C0112,Smart Home,NordLock Pro,"245,31 EUR",1,Paid,245.31,245.31,100786.0,245.31,Processed,1,100786.0,1.0
100915,2023-12-10,C0028,Accessories,USB-C Cable,"15,71 EUR",1,Failed,15.71,15.71,,,,0,,0.0
100821,,C0001,Accessories,Screen Protector,"6,18 EUR",1,Paid,6.18,6.18,,,,0,,0.0
100268,2023-11-25,C0005,Electronics,TV Pro,1187.59,1,Pending,1187.59,1187.59,,,,0,,0.0
101148,,C0220, Accessories ,Phone Case,"31,01 EUR",4,Paid,31.01,124.04,,,,0,,0.0
100789,2023-12-07,C0030,Electronics ,Laptop X,1363,1,Paid,1363.0,1363.0,,,,0,,0.0
100967,2023-12-11,C0002,Accessories,Screen Protector,"14,65 EUR",2,Pending,14.65,29.3,,,,0,,0.0
100448,,C0001, Accessories ,Screen Protector,13.04,2,Paid,13.04,26.08,,,,0,,0.0
100041,2023-11-16,C0007, Accessories ,Accessory Bundle,"96,52 EUR",1,Paid,96.52,96.52,,,,0,,0.0
100533,2023-12-02,C0034, Accessories,Laptop Sleeve,"32,30 EUR",3,Paid,32.3,96.89999999999999,,,,0,,0.0
100301,2023-11-26,C0046,Accessories,Charger,15.37,1,Paid,15.37,15.37,100301.0,15.37,Processed,1,,0.0
100434,2023-11-29,C0005,Electronics,NoiseCancel Headphones,$344.00,1,Paid,344.0,344.0,,,,0,,0.0
100802,2023-12-08,C0183,Smart Home,NordLock Pro,"200,86 EUR",1,Paid,200.86,200.86,100802.0,200.86,Processed,1,100802.0,1.0
101126,,C0001,Smart Home,NordLock Pro,"206,17 EUR",1,Paid,206.17,206.17,,,,0,,0.0
100269,2023-11-25,C0070,Electronics,Laptop X,"1466,72 EUR",1,Pending,1466.72,1466.72,,,,0,,0.0
100619,,C0001,Electronics,TV Pro,1574.14,1,Paid,1574.14,1574.14,,,,0,,0.0
100633,2023-12-04,C0040,Accessories,USB-C Cable,13,3,Paid,13.0,39.0,,,,0,,0.0
101029,2023-12-12,C0001,Accessories,Laptop Sleeve,"37,26 EUR",2,Paid,37.26,74.52,,,,0,,0.0
101081,2023-12-13,C0004, Smart Home ,NordPlug,$21.26,1,Paid,21.26,21.26,,,,0,,0.0
100297,,C0015,Smart Home,NordLock Pro,248,1,Paid,248.0,248.0,,,,0,,0.0
101155,,C0042,Electronics,Laptop X,1620.72,1,Paid,1620.72,1620.72,,,,0,,0.0
100703,,C0001,Smart Home,NordLock Pro,225.82,1,Paid,225.82,225.82,,,,0,,0.0
100594,2023-12-03,C0147,Electronics,Tablet A,"724,89 EUR",1,Paid,724.89,724.89,,,,0,100594.0,1.0
100971,2023-12-11,C0002,Electronics,TV Pro,1667.73,1,Paid,1667.73,1667.73,,,,0,,0.0
100299,2023-11-26,C0018,Electronics,NoiseCancel Headphones,281.50,1,Paid,281.5,281.5,,,,0,,0.0
101095,2023-12-14,C0002,Smart Home,NordLock Pro,"238,51 EUR",1,Paid,238.51,238.51,,,,0,,0.0
100905,2023-12-10,C0311,Electronics,TV Pro,1080,1,Paid,1080.0,1080.0,,,,0,,0.0
100208,,C0002,Accessories,USB-C Cable,$11.04,1,Paid,11.04,11.04,,,,0,,0.0
100704,,C0010, Smart Home ,NordLock Pro,241,1,Paid,241.0,241.0,,,,0,,0.0
100896,2023-12-10,C0001,Accessories,USB-C Cable,"18,60 EUR",1,Paid,18.6,18.6,,,,0,,0.0
101132,2023-12-14,C0001,Electronics,Tablet A,$589.01,1,Paid,589.01,589.01,,,,0,,0.0
100144,2023-11-21,C0001, Accessories ,Laptop Sleeve,31.36,3,Paid,31.36,94.08,,,,0,,0.0
100251,,C0001,Accessories,Charger,41.99,3,Paid,41.99,125.97,,,,0,,0.0
100514,,C0095,Electronics ,Laptop X,1623,1,Paid,1623.0,1623.0,,,,0,,0.0
100978,2023-12-11,C0003,Electronics,NoiseCancel Headphones,279.88,1,Paid,279.88,279.88,,,,0,,0.0
100824,2023-12-08,C0007,Electronics,Tablet A,524.82,1,Paid,524.82,524.82,,,,0,,0.0
101082,2023-12-13,C0014, Smart Home ,NordLock Pro,"231,99 EUR",1,Paid,231.99,231.99,,,,0,,0.0
100717,2023-12-06,C0001, Accessories ,Phone Case,"39,48 EUR",1,Paid,39.48,39.48,,,,0,,0.0
100732,2023-12-06,C0001,Electronics,TV Pro,$1144.44,1,Paid,1144.44,1144.44,,,,0,,0.0
100164,2023-11-22,C0015, Electronics ,Smartphone Z,"845,23 EUR",1,Paid,845.23,845.23,,,,0,,0.0
100501,2023-12-01,C0002,Electronics,NoiseCancel Headphones,$255.15,1,Paid,255.15,255.15,,,,0,,0.0
100264,2023-11-25,C0316, Smart Home ,NordLock Pro,"208,11 EUR",1,Paid,208.11,208.11,,,,0,,0.0
100082,2023-11-18,C0001,Electronics,Laptop X,1457.02,2,Paid,1457.02,2914.04,,,,0,,0.0
101142,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,1046.02,1046.02,,,,0,,0.0
100768,2023-12-07,C0001, Accessories,Accessory Bundle,"55,24 EUR",1,Paid,55.24,55.24,,,,0,,0.0
100325,2023-11-27,C0125,Smart Home,NordLock Pro,220.55,1,Paid,220.55,220.55,,,,0,100325.0,1.0
100473,2023-11-30,C0004,Electronics,NoiseCancel Headphones,"316,19 EUR",1,Paid,316.19,316.19,,,,0,,0.0
100564,2023-12-03,C0001,Smart Home,NordLock Pro,223.08,1,Paid,223.08,223.08,,,,0,,0.0
100145,,C0170,Accessories,Charger,30.35,2,Paid,30.35,60.7,,,,0,,0.0
100663,2023-12-05,C0066,Smart Home,NordLock Pro,200.01,1,Paid,200.01,200.01,100663.0,200.01,Processed,1,100663.0,3.0
100814,,C0001,Smart Home,NordLock Pro,"181,89 EUR",1,Paid,181.89,181.89,,,,0,,0.0
100275,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,19.93,39.86,,,,0,,0.0
100972,,C0005, Smart Home ,NordLock Pro,216.12,2,Pending,216.12,432.24,,,,0,,0.0
100673,2023-12-05,C0016,Electronics,Tablet A,507.23,1,Paid,507.23,507.23,,,,0,,0.0
100793,,C0083,Accessories,USB-C Cable,19.69,2,Paid,19.69,39.38,,,,0,,0.0
100752,2023-12-07,C0271, Smart Home ,NordLock Pro,212.22,2,Paid,212.22,424.44,,,,0,100752.0,2.0
100730,2023-12-06,C0115,Accessories,Wireless Mouse,58.87,1,Paid,58.87,58.87,,,,0,100730.0,1.0
100609,2023-12-04,C0004,Smart Home,NordCam Mini,62,1,Paid,62.0,62.0,,,,0,,0.0
100825,,C0021,Electronics,Tablet A,652.84,1,Paid,652.84,652.84,,,,0,,0.0
100088,2023-11-18,C0027,Accessories,Charger,"20,20 EUR",1,Paid,20.2,20.2,,,,0,,0.0
100945,2023-12-11,C0012,Electronics,Tablet A,"736,42 EUR",2,Paid,736.42,1472.84,,,,0,,0.0
100853,,C0042, Electronics ,Smartphone Z,1004,1,Paid,1004.0,1004.0,,,,0,,0.0
100307,2023-11-26,C0003,Electronics,Smartphone Z,912.54,1,Paid,912.54,912.54,,,,0,,0.0
100552,2023-12-02,C0145,Electronics,TV Pro,1419,1,Paid,1419.0,1419.0,,,,0,,0.0
100188,2023-11-22,C0001,Electronics ,Smartphone Z,"851,41 EUR",1,Paid,851.41,851.41,,,,0,,0.0
100892,2023-12-10,C0009,Accessories,Wireless Mouse,25.68,1,Paid,25.68,25.68,,,,0,,0.0
100288,2023-11-25,C0003, Accessories,Charger,$29.37,1,Paid,29.37,29.37,,,,0,,0.0
100871,2023-12-09,C0075, Smart Home ,NordLock Pro,185.47,1,Paid,185.47,185.47,,,,0,100871.0,2.0
100668,2023-12-05,C0030,Electronics ,Laptop X,$1686.77,1,Paid,1686.77,1686.77,,,,0,,0.0
101001,,C0004,Smart Home,NordLock Pro,$186.38,1,Pending,186.38,186.38,,,,0,,0.0
101061,2023-12-13,C0001, Accessories ,Screen Protector,8.08,2,Paid,8.08,16.16,,,,0,,0.0
100756,2023-12-07,C0001, Accessories,Charger,43.27,1,Paid,43.27,43.27,,,,0,,0.0
100372,2023-11-28,C0005,Accessories,Accessory Bundle,$36.70,2,Paid,36.7,73.4,,,,0,,0.0
100050,2023-11-17,C0003,Electronics,Tablet A,336.05,2,Paid,336.05,672.1,,,,0,,0.0
100454,2023-11-30,C0006, Electronics ,Smartphone Z,$1061.74,1,Paid,1061.74,1061.74,,,,0,,0.0
100549,,C0001,Smart Home,NordLock Pro,190.10,1,Paid,190.1,190.1,,,,0,,0.0
100248,2023-11-24,C0001,Accessories,Wireless Mouse,26.62,1,Paid,26.62,26.62,,,,0,,0.0
101195,2023-11-23,C0002, Electronics ,Laptop X,1577,1,Paid,1577.0,1577.0,,,,0,,0.0
100398,2023-11-29,C0019,Smart Home,NordLock Pro,201.64,1,Paid,201.64,201.64,,,,0,,0.0
100865,2023-12-09,C0055,Electronics ,Tablet A,"772,98 EUR",1,Paid,772.98,772.98,,,,0,100865.0,1.0
100601,2023-12-04,C0001, Accessories,Wireless Mouse,32,1,Pending,32.0,32.0,,,,0,,0.0
100662,2023-12-05,C0004,Smart Home,NordLock Pro,"238,67 EUR",1,Paid,238.67,238.67,,,,0,,0.0
100833,2023-12-08,C0027, Electronics ,NoiseCancel Headphones,"248,37 EUR",1,Paid,248.37,248.37,,,,0,,0.0
101124,,C0197,Accessories,Screen Protector,"12,14 EUR",1,Paid,12.14,12.14,,,,0,,0.0
100838,2023-12-08,C0003, Smart Home ,NordLock Pro,$188.83,1,Paid,188.83,188.83,100838.0,0.0,Rejected,0,100838.0,1.0
100034,,C0001, Accessories,Accessory Bundle,$34.22,2,Paid,34.22,68.44,,,,0,,0.0
100089,2023-11-18,C0002, Accessories ,Screen Protector,12.91,1,Paid,12.91,12.91,,,,0,,0.0
100357,2023-11-28,C0208,Electronics,Smartphone Z,1034.43,1,Paid,1034.43,1034.43,,,,0,100357.0,1.0
100567,2023-12-03,C0001,Electronics,Tablet A,631.82,1,Paid,631.82,631.82,,,,0,,0.0
100918,2023-12-10,C0035,Accessories,Accessory Bundle,98.54,1,Paid,98.54,98.54,100918.0,98.54,Processed,1,100918.0,2.0
100517,,C0117,Accessories,Phone Case,33.43,1,Paid,33.43,33.43,,,,0,,0.0
100085,,C0020, Accessories ,Charger,$45.43,2,Paid,45.43,90.86,,,,0,,0.0
100773,2023-12-07,C0004,Electronics,Smartphone Z,"893,14 EUR",1,Paid,893.14,893.14,,,,0,,0.0
100347,,C0006, Electronics ,TV Pro,937.66,2,Paid,937.66,1875.32,,,,0,,0.0
100539,2023-12-02,C0008,Electronics,TV Pro,$1441.81,1,Paid,1441.81,1441.81,,,,0,,0.0
100132,2023-11-20,C0001, Electronics ,Laptop X,"1612,31 EUR",2,Paid,1612.31,3224.62,,,,0,,0.0
100376,2023-11-28,C0006,Smart Home,NordLock Pro,224.20,1,Paid,224.2,224.2,,,,0,,0.0
101034,,C0214, Accessories,Charger,15.36,2,Paid,15.36,30.72,,,,0,,0.0
100616,2023-12-04,C0005,Accessories,Screen Protector,$5.04,1,Failed,5.04,5.04,,,,0,,0.0
100822,2023-12-08,C0242,Smart Home,NordLock Pro,200.64,1,Paid,200.64,200.64,,,,0,,0.0
100362,2023-11-28,C0004, Accessories,Charger,43.85,2,Paid,43.85,87.7,,,,0,,0.0
100428,2023-11-29,C0027, Accessories,Accessory Bundle,"69,78 EUR",1,Paid,69.78,69.78,,,,0,,0.0
101032,2023-12-12,C0125,Accessories,Phone Case,"38,23 EUR",2,Paid,38.23,76.46,,,,0,101032.0,1.0
100342,2023-11-27,C0024,Accessories,Phone Case,"36,96 EUR",2,Paid,36.96,73.92,,,,0,,0.0
100498,2023-12-01,C0013,Accessories,Screen Protector,9.20,1,Paid,9.2,9.2,,,,0,,0.0
100758,2023-12-07,C0057,Smart Home,NordLock Pro,$239.23,1,Paid,239.23,239.23,,,,0,100758.0,2.0
101020,,C0013, Accessories ,Screen Protector,12.92,1,Paid,12.92,12.92,,,,0,,0.0
101146,,C0002,Smart Home,NordLock Pro,"192,26 EUR",1,Paid,192.26,192.26,,,,0,,0.0
100734,,C0009,Smart Home,NordTherm,106.57,1,Failed,106.57,106.57,,,,0,,0.0
100063,,C0046,Electronics,TV Pro,1698.27,1,Paid,1698.27,1698.27,,,,0,,0.0
100636,,C0008, Accessories,Accessory Bundle,37.42,4,Paid,37.42,149.68,,,,0,,0.0
100914,2023-12-10,C0118,Accessories,USB-C Cable,"14,98 EUR",1,Paid,14.98,14.98,,,,0,100914.0,2.0
100468,2023-11-30,C0001,Electronics,TV Pro,"958,27 EUR",1,Paid,958.27,958.27,,,,0,,0.0
100220,2023-11-24,C0073,Accessories,Accessory Bundle,"44,98 EUR",2,Paid,44.98,89.96,,,,0,100220.0,1.0
100443,,C0009,Electronics,Tablet A,487.70,1,Paid,487.7,487.7,,,,0,,0.0
100153,2023-11-21,C0106, Electronics ,Laptop X,1426.23,1,Paid,1426.23,1426.23,,,,0,,0.0
100326,2023-11-27,C0019,Smart Home,NordLock Pro,"238,66 EUR",1,Paid,238.66,238.66,,,,0,,0.0
100308,2023-11-26,C0301, Accessories,Charger,42,1,Paid,42.0,42.0,,,,0,,0.0
100859,2023-12-09,C0047,Electronics ,TV Pro,1295.10,1,Paid,1295.1,1295.1,,,,0,100859.0,2.0
100613,2023-12-04,C0005,Electronics,Smartphone Z,"701,94 EUR",1,Paid,701.94,701.94,,,,0,,0.0
100585,2023-12-03,C0067, Smart Home ,NordTherm,84.35,1,Paid,84.35,84.35,,,,0,,0.0
100606,2023-12-04,C0003,Accessories,Screen Protector,5,2,Paid,5.0,10.0,100606.0,10.0,Processed,1,,0.0
100204,,C0239,Electronics,NoiseCancel Headphones,204.43,1,Paid,204.43,204.43,,,,0,,0.0
100772,,C0001, Accessories,Charger,43.23,1,Paid,43.23,43.23,,,,0,,0.0
100399,,C0262,Electronics,NoiseCancel Headphones,186.48,1,Paid,186.48,186.48,,,,0,,0.0
100005,,C0003,Electronics,Tablet A,"553,75 EUR",1,Paid,553.75,553.75,,,,0,,0.0
101147,2023-11-24,C0276, Smart Home ,NordLock Pro,205.21,1,Paid,205.21,205.21,101147.0,205.21,Processed,1,101147.0,4.0
100893,2023-12-10,C0224, Accessories ,Accessory Bundle,47.39,1,Paid,47.39,47.39,,,,0,,0.0
100900,2023-12-10,C0001, Accessories ,USB-C Cable,"11,88 EUR",1,Paid,11.88,11.88,,,,0,,0.0
100130,2023-11-20,C0271,Electronics,Laptop X,"1 394,09 EUR",1,Paid,1.0,1.0,,,,0,,0.0
100701,,C0120,Accessories,USB-C Cable,"17,86 EUR",2,Paid,17.86,35.72,,,,0,,0.0
100845,,C0001, Smart Home ,NordLock Pro,"202,58 EUR",1,Paid,202.58,202.58,,,,0,,0.0
100994,,C0023,Smart Home,NordLock Pro,$192.70,1,Paid,192.7,192.7,,,,0,,0.0
100458,2023-11-30,C0030,Smart Home,NordLock Pro,$214.91,1,Paid,214.91,214.91,,,,0,,0.0
100072,2023-11-18,C0001, Accessories,Phone Case,25,1,Paid,25.0,25.0,,,,0,,0.0
101053,,C0004,Electronics,TV Pro,"1 346,87 EUR",1,Paid,1.0,1.0,,,,0,,0.0
100672,2023-12-05,C0007,Electronics,NoiseCancel Headphones,196,1,Paid,196.0,196.0,,,,0,,0.0
100656,,C0001,Smart Home,NordLock Pro,210,1,Paid,210.0,210.0,,,,0,,0.0
101164,,C0296,Accessories,Accessory Bundle,"52,01 EUR",2,Paid,52.01,104.02,,,,0,,0.0
100262,2023-11-25,C0033, Electronics ,Smartphone Z,948.32,1,Paid,948.32,948.32,100262.0,,Processed,1,,0.0
101043,,C0002,Accessories,Accessory Bundle,"46,99 EUR",2,Paid,46.99,93.98,,,,0,,0.0
100538,,C0007, Accessories,Accessory Bundle,"82,45 EUR",2,Paid,82.45,164.9,,,,0,,0.0
100203,,C0079, Accessories ,USB-C Cable,11.15,1,Paid,11.15,11.15,,,,0,,0.0
101152,2023-11-24,C0126,Accessories,USB-C Cable,"9,10 EUR",1,Paid,9.1,9.1,,,,0,,0.0
100071,2023-11-17,C0035,Accessories,USB-C Cable,15,4,Paid,15.0,60.0,,,,0,,0.0
101128,,C0283,Electronics,TV Pro,1490.50,1,Paid,1490.5,1490.5,,,,0,,0.0
100954,2023-12-11,C0187,Accessories,Accessory Bundle,"97,99 EUR",2,Paid,97.99,195.98,,,,0,100954.0,1.0
100128,2023-11-20,C0120,Accessories,Phone Case,33.65,1,Paid,33.65,33.65,,,,0,,0.0
100371,,C0013,Electronics,Smartphone Z,"922,19 EUR",1,Paid,922.19,922.19,,,,0,,0.0
100135,,C0098,Electronics,Laptop X,1417.96,1,Paid,1417.96,1417.96,,,,0,,0.0
100485,,C0060,Electronics ,NoiseCancel Headphones,327.51,1,Paid,327.51,327.51,,,,0,,0.0
100816,2023-12-08,C0031,Smart Home,NordLock Pro,"207,28 EUR",1,Paid,207.28,207.28,100816.0,207.28,Processed,1,100816.0,1.0
100222,2023-11-24,C0070, Accessories ,Wireless Mouse,"39,86 EUR",1,Paid,39.86,39.86,,,,0,,0.0
101093,2023-12-14,C0001,Electronics,NoiseCancel Headphones,"307,32 EUR",1,Paid,307.32,307.32,,,,0,,0.0
101050,,C0012, Electronics ,NoiseCancel Headphones,"223,42 EUR",1,Paid,223.42,223.42,,,,0,,0.0
101129,2023-12-14,C0001,Electronics,TV Pro,$932.28,1,Paid,932.28,932.28,,,,0,,0.0
100697,,C0001,Electronics,TV Pro,$1320.84,2,Paid,1320.84,2641.68,,,,0,,0.0
100657,2023-12-05,C0001, Smart Home ,NordPlug,31.03,1,Failed,31.03,31.03,,,,0,,0.0
100406,2023-11-29,C0143,Electronics,Tablet A,349.95,1,Paid,349.95,349.95,,,,0,,0.0
100736,2023-12-06,C0002,Smart Home,NordTherm,"85,29 EUR",1,Paid,85.29,85.29,,,,0,,0.0
100531,,C0004,Accessories,Wireless Mouse,23.82,1,Paid,23.82,23.82,,,,0,,0.0
101090,,C0002,Smart Home,NordLock Pro,219.32,1,Paid,219.32,219.32,,,,0,,0.0
100602,2023-12-04,C0007,Electronics ,Tablet A,"529,46 EUR",1,Paid,529.46,529.46,,,,0,,0.0
100211,2023-11-23,C0005, Electronics ,Smartphone Z,988,1,Paid,988.0,988.0,,,,0,,0.0
100388,,C0001,Electronics,Tablet A,$599.27,2,Paid,599.27,1198.54,,,,0,,0.0
101158,2023-12-04,C0040,Accessories,USB-C Cable,13,3,Paid,13.0,39.0,,,,0,101158.0,1.0
100711,2023-12-06,C0010, Accessories,Wireless Mouse,"29,11 EUR",1,Paid,29.11,29.11,,,,0,,0.0
100848,2023-12-09,C0007, Accessories,Accessory Bundle,83,2,Paid,83.0,166.0,,,,0,,0.0
100263,2023-11-25,C0001,Electronics ,Smartphone Z,"740,02 EUR",1,Paid,740.02,740.02,,,,0,,0.0
100305,2023-11-26,C0160, Accessories,Charger,17.05,3,Paid,17.05,51.150000000000006,,,,0,100305.0,2.0
100283,,C0003,Electronics,NoiseCancel Headphones,$343.43,1,Paid,343.43,343.43,,,,0,,0.0
100997,,C0001, Electronics ,Smartphone Z,"706,88 EUR",1,Paid,706.88,706.88,,,,0,,0.0
101119,,C0064,Smart Home,NordLock Pro,188.97,2,Paid,188.97,377.94,,,,0,,0.0
100465,,C0081,Accessories,Accessory Bundle,62.27,1,Paid,62.27,62.27,,,,0,,0.0
100340,,C0059,Accessories,Accessory Bundle,26.09,2,Paid,26.09,52.18,,,,0,,0.0
100337,2023-11-27,C0009, Accessories ,Screen Protector,"6,38 EUR",1,Pending,6.38,6.38,,,,0,,0.0
100156,2023-11-21,C0003, Electronics ,TV Pro,1131.22,1,Failed,1131.22,1131.22,,,,0,,0.0
100513,2023-12-01,C0001,Smart Home,NordPlug,18.39,1,Paid,18.39,18.39,,,,0,,0.0
100808,,C0028, Smart Home ,NordLock Pro,"193,67 EUR",1,Paid,193.67,193.67,,,,0,,0.0
100646,2023-12-04,C0102, Accessories,USB-C Cable,"18,98 EUR",1,Paid,18.98,18.98,,,,0,,0.0
100540,,C0035,Electronics,TV Pro,978.66,1,Paid,978.66,978.66,,,,0,,0.0
100074,2023-11-18,C0129,Smart Home,NordLock Pro,227.10,1,Paid,227.1,227.1,,,,0,100074.0,1.0
100044,2023-11-16,C0003,Electronics,NoiseCancel Headphones,207.57,1,Paid,207.57,207.57,,,,0,,0.0
101198,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,26.47,52.94,,,,0,,0.0
100776,2023-12-07,C0093,Accessories,Screen Protector,10.13,3,Paid,10.13,30.39,,,,0,,0.0
100801,,C0318,Accessories,Phone Case,30.35,4,Paid,30.35,121.4,,,,0,,0.0
100627,2023-12-04,C0022, Accessories,Screen Protector,8.38,1,Paid,8.38,8.38,,,,0,100627.0,1.0
100795,2023-12-07,C0002, Accessories,USB-C Cable,"9,83 EUR",1,Paid,9.83,9.83,,,,0,,0.0
100569,2023-12-03,C0001,Accessories,Charger,28,1,Paid,28.0,28.0,,,,0,,0.0
100254,2023-11-24,C0084,Electronics,Smartphone Z,906.32,1,Paid,906.32,906.32,,,,0,,0.0
101003,2023-12-12,C0003,Smart Home,NordLock Pro,217.71,2,Paid,217.71,435.42,,,,0,,0.0
100097,,C0001,Smart Home,NordLock Pro,$205.02,1,Paid,205.02,205.02,,,,0,,0.0
100279,,C0002, Electronics ,Tablet A,"791,92 EUR",1,Paid,791.92,791.92,,,,0,,0.0
100710,2023-12-06,C0181, Electronics ,Laptop X,$1439.35,1,Paid,1439.35,1439.35,,,,0,,0.0
100296,2023-11-26,C0028,Electronics ,TV Pro,1020.82,1,Paid,1020.82,1020.82,,,,0,,0.0
100723,2023-12-06,C0020,Accessories,Laptop Sleeve,"15,59 EUR",2,Paid,15.59,31.18,,,,0,,0.0
100346,2023-11-27,C0001,Smart Home,NordLock Pro,210.90,1,Paid,210.9,210.9,,,,0,,0.0
100655,2023-12-05,C0023,Accessories,Accessory Bundle,"59,55 EUR",1,Paid,59.55,59.55,100655.0,,Rejected,0,100655.0,1.0
100099,2023-11-19,C0001,Electronics,TV Pro,$926.93,1,Paid,926.93,926.93,,,,0,,0.0
100470,2023-11-30,C0200,Smart Home,NordLock Pro,"189,66 EUR",1,Paid,189.66,189.66,,,,0,100470.0,3.0
100504,2023-12-01,C0037,Accessories,Charger,42.66,1,Paid,42.66,42.66,,,,0,100504.0,1.0
100075,2023-11-18,C0022,Accessories,Wireless Mouse,"44,32 EUR",2,Paid,44.32,88.64,,,,0,,0.0
100266,,C0007,Smart Home,NordCam Mini,"94,60 EUR",1,Paid,94.6,94.6,,,,0,,0.0
101004,,C0030,Accessories,Charger,"19,80 EUR",3,Paid,19.8,59.400000000000006,,,,0,,0.0
100131,,C0004, Accessories ,Screen Protector,12.93,1,Paid,12.93,12.93,,,,0,,0.0
100509,2023-12-01,C0015,Accessories,USB-C Cable,16.14,1,Paid,16.14,16.14,,,,0,100509.0,1.0
100064,,C0012, Accessories ,Phone Case,12,1,Paid,12.0,12.0,,,,0,,0.0
100012,2023-11-15,C0005,Electronics,Laptop X,1546,2,Paid,1546.0,3092.0,,,,0,,0.0
101192,2023-11-25,C0003,Electronics,Smartphone Z,1056.70,1,Paid,1056.7,1056.7,,,,0,,0.0
100356,2023-11-28,C0037,Electronics,Tablet A,"556,99 EUR",1,Paid,556.99,556.99,,,,0,,0.0
100028,2023-11-16,C0253, Accessories ,Laptop Sleeve,29.42,1,Paid,29.42,29.42,,,,0,100028.0,1.0
100923,2023-12-10,C0022,Electronics,Smartphone Z,"711,15 EUR",1,Paid,711.15,711.15,,,,0,100923.0,1.0
100766,,C0034, Electronics ,Tablet A,715,1,Paid,715.0,715.0,,,,0,,0.0
100784,2023-12-07,C0019,Accessories,USB-C Cable,19.73,1,Paid,19.73,19.73,,,,0,100784.0,3.0
100425,2023-11-29,C0002,Accessories,USB-C Cable,$9.35,1,Pending,9.35,9.35,,,,0,,0.0
100025,,C0001,Electronics,TV Pro,"929,16 EUR",1,Paid,929.16,929.16,,,,0,,0.0
100959,2023-12-11,C0028, Electronics ,TV Pro,1060.75,1,Paid,1060.75,1060.75,,,,0,100959.0,1.0
100331,2023-11-27,C0058,Electronics ,TV Pro,"1 145,46 EUR",1,Paid,1.0,1.0,,,,0,,0.0
101196,,C0003, Accessories,Laptop Sleeve,36.68,2,Paid,36.68,73.36,,,,0,,0.0
100403,2023-11-29,C0025,Smart Home,NordLock Pro,190.38,1,Paid,190.38,190.38,,,,0,,0.0
100192,2023-11-23,C0003, Accessories ,Wireless Mouse,"56,45 EUR",1,Paid,56.45,56.45,,,,0,,0.0
100626,,C0001,Electronics,Tablet A,"503,52 EUR",1,Failed,503.52,503.52,,,,0,,0.0
100651,2023-12-05,C0002,Electronics ,Smartphone Z,966.41,1,Paid,966.41,966.41,,,,0,,0.0
100129,,C0051,Smart Home,NordLock Pro,$247.01,1,Paid,247.01,247.01,,,,0,,0.0
100678,2023-12-05,C0033, Smart Home ,NordLock Pro,229.79,1,Paid,229.79,229.79,,,,0,,0.0
101133,,C0042,Electronics,TV Pro,1610.06,1,Paid,1610.06,1610.06,,,,0,,0.0
100169,2023-11-22,C0006,Electronics,NoiseCancel Headphones,"333,41 EUR",1,Paid,333.41,333.41,,,,0,,0.0
100287,,C0072, Accessories,Charger,$17.47,1,Paid,17.47,17.47,,,,0,,0.0
